mass_1,mass_2,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,luminosity_distance,dec,ra,theta_jn,psi,phase,reference_frequency,waveform_approximant,minimum_frequency,chirp_mass,total_mass,symmetric_mass_ratio,mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,cos_tilt_1,cos_tilt_2,redshift,comoving_distance,mass_1_source,mass_2_source,chirp_mass_source,total_mass_source,chi_1,chi_2,remnant_kick,remnant_mass,remnant_spin
118.66503305627322,71.21593005419282,0.2098066069636202,0.44686873549444084,0.8665439867405282,2.0965901053847764,0.14318772607685065,1.0116115299295254,3809.2528502761666,1.4192266974339076,4.789668980222862,0.5177362192303792,1.8116273846578494,3.6311274882280946,50.0,IMRPhenomPv2,20.0,79.51401141267547,189.88096311046604,0.23438891205115106,0.6001425038193086,0.379323167531247,0.15580886737149327,0.03590663495617518,0.13584227155095493,0.3603960767717845,0.1396543537713864,-0.22428329425662336,0.22649867127508383,0.3696863973519342,0.0007751395691207126,0.15989274400504735,0.3865083060941867,0.21596969467560115,0.6474642220133209,-0.5018997223165851,0.6236743196708606,2346.069552765721,73.08425810437657,43.86096964853715,48.97165056400841,116.94522775291372,0.13584227155095493,-0.22428329425662336,215.3578546063261,181.56415247598653,0.6791756699251411
45.21311820404568,19.58628330018596,0.6181284324448789,0.6964921594945288,0.8953234989319114,1.1858665683607867,1.0905653375287199,3.5178784093588504,4342.696874259896,-0.6306682668820094,4.742713104016457,1.3409021698542243,2.2328666752080277,5.401873019259949,50.0,IMRPhenomPv2,20.0,25.46922301423134,64.79940150423164,0.21089899128010856,0.4331991262313197,1.4535198066430266,0.21562060199195204,0.4315230965588674,0.38649493157043835,-0.3788354644528821,0.5226736871796818,0.26152865204431686,1.1074100520354184,2.1979753895641387,0.348722592676089,0.48239447226012594,0.6455262135631943,0.48239447226012594,0.6252663868603128,0.3754940360478979,0.6946227782872855,2562.63335794932,26.6803437221241,11.557901587975435,15.02943506989353,38.238245310099536,0.38649493157043835,0.26152865204431686,1359.1787960973268,61.69316578270749,0.7734510264732626
90.32859411256939,54.55226278200421,0.6784641318863988,0.5757423060126458,1.838042673532173,1.1386549419393202,5.228511095958479,1.8179329252559822,4923.880748121094,-0.11505056895294989,4.752165066062761,1.3930197762716656,1.0183373081306863,4.459022386509439,50.0,IMRPhenomPv2,20.0,60.72682998510903,144.8808568945736,0.23475562566077454,0.603931272460856,0.9642343282370454,0.47031573958536144,0.45499017935330205,-0.17916645904490422,0.5016021519548215,-0.14741330760680818,0.24113025697218465,0.7688369821004679,5.997348078058946,-0.02091134246133861,0.6543798271720145,0.5228148832094275,0.6543798271720145,-0.2640765379103396,0.41881629064598974,0.7698012093235247,2782.165990515417,51.038836247092355,30.82394931962774,34.31279720298122,81.86278556672009,-0.17916645904490422,0.24113025697218465,716.7565861783261,138.68590934915568,0.6790203881533631
35.209022766787186,31.38969374911874,0.45109378446597737,0.7297630127893838,0.3934051083792681,0.6240373737893705,2.4443241451932796,2.67905169532109,3758.2015206505803,-0.4457635478896765,5.021839523378153,1.1290934504506331,1.3500626191320926,1.4175453203026402,50.0,IMRPhenomPv2,20.0,28.931533780630595,66.59871651590592,0.24917779060593676,0.891524140190814,1.1023154986295176,-0.1363960757041608,0.10628991553349393,0.4166343322053827,0.08953748761749283,-0.41690601203306377,0.5922216394875085,2.479617898795409,4.923942043988688,0.4993931613564217,0.17292031578623848,0.42641245825862756,0.3739786482760396,0.9236091175554788,0.8115259736497895,0.6167742978334574,2324.5059680177287,21.777327122263568,19.41501283833012,17.89460274040725,41.192339960593685,0.4166343322053827,0.5922216394875085,325.0918088299242,62.12671615813203,0.8294519414455227
102.75936988565603,65.34424037236755,0.3866650283228863,0.21015269576723883,1.4823503337248476,0.87520978430987,4.679779383789987,3.715364046867331,4215.990063992416,0.7690127698410466,1.6872665001118308,2.190020911235601,2.4540786830048216,4.601059805902891,50.0,IMRPhenomPv2,20.0,70.97441794272483,168.1036102580236,0.23761544422985975,0.6358956895617245,2.290570170059993,-0.2506453722429417,0.29243840092613294,0.03415440183785995,0.12585177977030854,0.10093843069654132,0.13467337626792802,2.27939083273583,0.67598490934623,0.07322754260539281,0.3851536329350101,0.16132959202463357,0.3851536329350101,0.08833072384642755,0.6408358254756328,0.6779516851681922,2512.581315451833,61.24095872006933,38.942861674719595,42.29824885310127,100.18382039478894,0.03415440183785995,0.13467337626792802,667.3290494427239,160.30001299334103,0.6892770926523787
74.12809984662768,30.25915177103117,0.6868243471099688,0.2885309491217455,1.0582933209499081,1.4696819409120643,1.9391912065648147,2.785025877187583,3330.870135616768,-1.0442086407668922,0.9925362543197018,1.4067903651174243,1.1360457172312912,5.602228883536114,50.0,IMRPhenomPv2,20.0,40.436567023267244,104.38725161765885,0.20584707054777215,0.4082008284798596,1.293569963654455,0.5672509296012939,0.19111690294741604,0.3367913242013378,-0.18346718607669155,0.22077508475051347,0.02912494098877297,0.3249730467600749,2.264164253324889,0.24760683433113662,0.598581061950463,0.28705721801323125,0.598581061950463,0.49036019998198094,0.10094217302312243,0.5581712607768202,2137.679106686966,47.573781979312976,19.419657217875773,25.95129819241291,66.99343919718875,0.3367913242013378,0.02912494098877297,1520.9030863121804,99.82615876946132,0.749287162368318
117.47611708208512,86.43449665033059,0.23543126006536738,0.4656095084600386,0.8560735956194083,2.348835656535673,3.413714122141369,3.967208089202568,4087.750723792988,0.9032644892134568,4.049067112163815,0.08828002041733313,0.6716147543405091,0.38469529608811925,50.0,IMRPhenomPv2,20.0,87.5173276642686,203.9106137324157,0.24420639191609217,0.7357622876651213,0.10786276046989561,-0.0846927446986587,0.15635036114231904,0.15430353781440295,0.2305295393515527,-0.2384271773949,-0.32680395795378697,2.0672337457347076,5.480947867876077,-0.04963035003115105,0.1778153436403219,0.3316494948498161,0.23362771945764127,0.6554080276831574,-0.7018842012798698,0.66096753377233,2461.0659735969534,70.72752157610063,52.03864307571603,52.69057093819431,122.76616465181665,0.15430353781440295,-0.32680395795378697,765.2038111632355,194.50734000983223,0.6730538472620434
93.06544583883966,32.06117025892454,0.16514443980990265,0.5526373012540925,1.5920557362415273,1.3126135158006513,2.863973550361977,1.839030503852627,2693.4295170692003,1.2585830349547826,0.9871486602872843,0.31563596281515743,2.7349141237825063,0.7120753628544728,50.0,IMRPhenomPv2,20.0,46.279723931546165,125.12661609776421,0.19057609910503143,0.3445013341949115,0.21652731310380324,-0.07689983874144683,-0.14610536070753194,-0.0035106088058924263,0.3689208932847752,0.3865174082216596,0.14110157467931075,4.227898828778068,0.8086870719604589,0.03354334486781185,0.16510712166935304,0.5343204397741355,0.16510712166935304,-0.021257808073547494,0.25532401515263414,0.46752711122186463,1835.3524945819297,63.416508715367634,21.847071862427384,31.535856188042494,85.26358057779503,-0.0035106088058924263,0.14110157467931075,240.19656030451898,121.38102909279748,0.5535019730652466
50.617635204111295,13.196045343868601,0.625806050207891,0.009078691138523798,1.7775997726310286,2.171277071698278,3.186593635764282,0.42390881644245976,3754.5036042594397,-0.5646558607216621,0.2215424612722645,1.4702683457155392,2.8125811819171402,1.4578945369170984,50.0,IMRPhenomPv2,20.0,21.570719512960807,63.8136805479799,0.1640280277091213,0.2607005501275726,1.2236846761640772,-0.22749381970471408,0.5686545121567651,-0.12849832791407045,0.003092282592456268,-0.006822419407647648,-0.005129816232893262,1.9513512368307424,5.137944872595023,-0.10298692565407444,0.6124715439921185,0.007490501866060467,0.6124715439921185,-0.20533251136096184,-0.5650391840213403,0.616273694832592,2322.93799395491,31.317489956027586,8.164486860151122,13.34595717416228,39.48197681617871,-0.12849832791407045,-0.005129816232893262,423.4051887754901,62.36967160684513,0.5503054747062114
46.98714654682452,26.09709372182807,0.08366210082011323,0.23829665227420238,0.7422386284448594,0.9361960345120548,0.20119428586562893,4.248831458868544,4554.312152109827,-0.28666217684470247,0.7756524520390375,2.8523275155626053,1.4717683802364776,5.760795069487949,50.0,IMRPhenomPv2,20.0,30.225812425972908,73.0842402686526,0.22957455102363836,0.5554092052774752,2.905500431805362,0.008855343420576353,0.05585286820143656,0.06165539003373024,-0.008432429520920845,0.19171701910759636,0.1412755223029253,1.413557440189714,1.614751726055343,0.09008633556091208,0.0565505083392129,0.19190237435510737,0.09822138808177158,0.7369572294903173,0.5928556736095599,0.722232919953211,2644.4229101051956,27.28268981648606,15.153057068806389,17.55036271562738,42.43574688529245,0.06165539003373024,0.1412755223029253,218.5536662275972,69.91670400923289,0.6689330805464222
