mass_1,mass_2,chi_1,chi_2,luminosity_distance,dec,ra,theta_jn,psi,phase,reference_frequency,waveform_approximant,minimum_frequency,a_1,cos_tilt_1,phi_jl,phi_12,a_2,cos_tilt_2,tilt_1,tilt_2,chirp_mass,total_mass,symmetric_mass_ratio,mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,redshift,comoving_distance,mass_1_source,mass_2_source,chirp_mass_source,total_mass_source,remnant_kick,remnant_mass,remnant_spin
12.570705229753807,5.942117034357524,0.15787867379205667,0.5777208368749553,4268.724521843919,0.3968277117581835,2.891208999287369,0.2721885097883159,0.03359648570337281,1.4536288382994569,50.0,IMRPhenomPv2,20.0,0.15787867379205667,1.0,0.0,0.0,0.5777208368749553,1.0,0.0,0.0,7.421402395754152,18.512822264111332,0.21794935133108964,0.4726955986759621,0.2721885097883159,0.0,0.0,0.15787867379205667,0.0,0.0,0.5777208368749553,0.0,0.0,0.2926366935799249,0.0,0.0,0.0,0.6849031213038922,2533.513343922011,7.460788143134155,3.526681717913319,4.404646357359091,10.987469861047474,147.49847226719695,17.7018514329398,0.6955750337307544
49.12588453400056,35.59977018960391,0.4228903246682274,0.07019967354398063,2173.8026850147726,-0.5000668105380289,5.191934258573467,2.1634676827455643,1.4940123104158258,3.1958838084646413,50.0,IMRPhenomPv2,20.0,0.4228903246682274,1.0,0.0,0.0,0.07019967354398063,1.0,0.0,0.0,36.31211622782781,84.72565472360446,0.2436282863435571,0.7246642076228657,2.1634676827455643,-0.0,0.0,0.4228903246682274,-0.0,0.0,0.07019967354398063,3.141592653589793,3.141592653589793,0.2746978300925915,0.0,0.0,0.0,0.3900960888776109,1563.77870935587,35.33991997176663,25.609575103795752,26.12201884342174,60.94949507556238,48.21488030010613,80.02549098046933,0.7703044094302487
60.73729505575118,27.290151408000135,0.16109273331698104,0.6781289355884762,1871.034493925539,-1.0062759100480623,5.712109161007498,1.0855488816592307,0.03716654316599395,0.5439481097430466,50.0,IMRPhenomPv2,20.0,0.16109273331698104,1.0,0.0,0.0,0.6781289355884762,1.0,0.0,0.0,34.894197459238285,88.02744646375132,0.21390709223053805,0.44931456665876074,1.0855488816592307,0.0,0.0,0.16109273331698104,0.0,0.0,0.6781289355884762,0.0,0.0,0.3213836063371,0.0,0.0,0.0,0.34315871237654194,1393.0107194634593,45.21974543744317,20.317890325644253,25.979206431604503,65.53763576308742,153.47298145292262,84.25095081796174,0.6919387722200786
64.84483858972985,43.12917742594836,0.6750698827046295,0.023746600252817985,3608.3218388736373,0.07239856469093468,1.4761706674237565,2.7644726311399594,2.9339842215638794,3.4678592419901317,50.0,IMRPhenomPv2,20.0,0.6750698827046295,1.0,0.0,0.0,0.023746600252817985,1.0,0.0,0.0,45.84839132709185,107.97401601567822,0.23988775432895185,0.6651134980661233,2.7644726311399594,-0.0,0.0,0.6750698827046295,-0.0,0.0,0.023746600252817985,3.141592653589793,3.141592653589793,0.41490509077509397,0.0,0.0,0.0,0.5963962741540803,2260.292068135841,40.61951261073363,27.016586122266055,28.71993130363989,67.6360987329997,80.75998563568677,101.33804087393122,0.8225178611512914
107.09052678576333,54.3115668728821,0.38535564237767483,0.30624672276705955,2502.0307934799675,-0.26600268736483257,1.661593590602461,1.0990942977940186,0.22187812241875557,6.050049708563481,50.0,IMRPhenomPv2,20.0,0.38535564237767483,1.0,0.0,0.0,0.30624672276705955,1.0,0.0,0.0,65.64538496249367,161.40209365864544,0.22326726853354828,0.507155660757309,1.0990942977940186,0.0,0.0,0.38535564237767483,0.0,0.0,0.30624672276705955,0.0,0.0,0.3587356074061319,0.0,0.0,0.0,0.4394213678638299,1738.2198686854238,74.3983166963061,37.73152746334665,45.605398410831256,112.12984415965275,72.69226397743844,153.3445715315809,0.7615763517599823
58.066263766059386,44.38462764923253,0.6492657699596984,0.0016522788414830459,3886.0959008089235,0.6404510439925111,2.0492101158891267,0.8948618099221661,0.5142655946126216,4.678037508305998,50.0,IMRPhenomPv2,20.0,0.6492657699596984,1.0,0.0,0.0,0.0016522788414830459,1.0,0.0,0.0,44.11545163879208,102.45089141529192,0.24554154285280075,0.7643789142013993,0.8948618099221661,-0.0,0.0,0.6492657699596984,-0.0,0.0,0.0016522788414830459,3.141592653589793,3.141592653589793,0.3687012646945819,0.0,0.0,0.0,0.6340221837040788,2378.2393586589656,35.535786689524635,27.162806045031378,26.99807388097332,62.698592734556016,94.07206003244197,96.20860340262846,0.8069388859383352
88.96681515665723,77.69647608126616,0.02884901633896089,0.67236698746269,3206.004652081883,-0.9924962346970649,5.664491498361941,2.006036149923382,0.18687167302957255,6.178463939321265,50.0,IMRPhenomPv2,20.0,0.02884901633896089,1.0,0.0,0.0,0.67236698746269,1.0,0.0,0.0,72.3451845212813,166.66329123792337,0.24885676880785526,0.8733197422483238,2.006036149923382,0.0,0.0,0.02884901633896089,0.0,0.0,0.67236698746269,0.0,0.0,0.32884956402946935,0.0,0.0,0.0,0.5407410320487656,2080.8199437595104,57.74287391980184,50.4279917683188,46.95479838365953,108.17086568812063,136.66180940812515,156.9657551017437,0.7720649169811785
109.90446076109426,91.195195937207,0.15035952051289742,0.6130349894498819,1924.6908515935675,0.20433173127943174,6.18455501697609,1.3183295281917642,3.057517811275386,4.334097826867802,50.0,IMRPhenomPv2,20.0,0.15035952051289742,1.0,0.0,0.0,0.6130349894498819,1.0,0.0,0.0,87.07833220380127,201.09965669830126,0.24783613184817008,0.8297679212078873,1.3183295281917642,-0.0,0.0,0.15035952051289742,-0.0,0.0,0.6130349894498819,3.141592653589793,3.141592653589793,0.3601747968678861,0.0,0.0,0.0,0.35158750449524145,1424.0223698506784,81.31509088058546,67.47265392281382,64.42670704944199,148.78774480339928,103.29774407988334,189.23811177523123,0.7801060329458934
28.997193910991758,19.124205660692578,0.3055720559947762,0.30193062846164864,4260.3311425877255,-0.8598687332489345,5.535585265607398,2.281523962049346,0.6787042821952228,0.10367543497070109,50.0,IMRPhenomPv2,20.0,0.3055720559947762,1.0,0.0,0.0,0.30193062846164864,1.0,0.0,0.0,20.412489622095695,48.121399571684336,0.23947648682535547,0.6595191838008609,2.281523962049346,0.0,0.0,0.3055720559947762,0.0,0.0,0.30193062846164864,0.0,0.0,0.30412489507132257,0.0,0.0,0.0,0.6837979603957721,2530.1914049477055,17.22130243237499,11.357779324187735,12.122885347418876,28.579081756562726,62.48175401520769,45.524432028164284,0.7614346342744056
103.19892119568757,84.46567135710139,0.6251493472475098,0.5354908692942797,4126.473961679171,1.3004103014380808,1.4032402262065689,1.2425840830459758,2.6362188158381894,5.725886079159722,50.0,IMRPhenomPv2,20.0,0.6251493472475098,1.0,0.0,0.0,0.5354908692942797,1.0,0.0,0.0,81.19639906000859,187.66459255278897,0.24750884024852324,0.8184743636702958,1.2425840830459758,0.0,0.0,0.6251493472475098,0.0,0.0,0.5354908692942797,0.0,0.0,0.5847950991170576,0.0,0.0,0.0,0.6661081729384593,2476.7143425953122,61.94010861472403,50.69639098410526,48.734170073006254,112.63649959882929,13.63696584222331,174.29739347236784,0.8537202431922029
